caseid,age,income_respondent,feelings_life,total_children
1085,47.4,12500,10,2
1086,43.9,12500,8,1
1087,56.8,37500,10,0
1088,55,12500,8,2
1089,18.6,12500,10,0
1090,57.8,12500,7,4
1091,71.6,12500,8,3
1092,47.1,62500,7,3
1093,55.8,112500,7,2
1094,52.1,37500,7,2
1095,24.3,37500,8,0
1096,63.2,62500,8,2
1097,78.2,12500,9,1
1098,57.1,62500,8,0
1099,75,62500,9,0
1100,16.3,12500,7,0
1101,29.2,87500,7,0
1102,19.3,12500,9,0
1103,69.3,12500,8,2
1104,58.8,62500,NA,2
1105,56.5,87500,7,0
1106,71.4,12500,10,3
1107,44.3,87500,9,0
1108,30.2,87500,8,1
1109,37,37500,8,3
1110,39.4,87500,9,2
1111,53.5,37500,7,2
1112,80,37500,9,3
1113,64.9,12500,10,2
1114,60.5,37500,5,2
1115,28.5,37500,8,3
1116,66.5,12500,8,0
1117,31.8,112500,9,0
1118,42.5,62500,8,0
1119,34.9,37500,10,2
1120,48.5,62500,10,4
1121,65.4,112500,9,2
1122,70.2,62500,9,3
1123,44.4,62500,7,1
1124,43.3,37500,9,1
1125,44.9,37500,7,2
1126,42.7,37500,8,2
1127,53.3,62500,5,2
1128,66.8,37500,10,0
1129,58.8,37500,8,2
1130,80,87500,8,3
1131,69.8,37500,8,0
1132,20.2,12500,8,0
1133,56.3,37500,9,1
1134,43.3,12500,5,3
1135,55.3,12500,10,3
1136,20.8,12500,10,0
1137,60.8,12500,4,1
1138,64.1,37500,7,2
1139,70.8,37500,9,1
1140,40.3,37500,7,3
1141,56.2,87500,9,0
1142,73.3,62500,8,5
1143,63.6,37500,8,0
1144,73.4,37500,6,2
1145,58.6,87500,6,2
1146,75.4,12500,8,3
1147,80,37500,5,6
1148,62.8,37500,7,2
1149,42.4,87500,10,3
1150,58.1,37500,7,5
1151,68.1,12500,8,2
1152,55.3,37500,8,2
1153,23.9,12500,8,0
1154,35.4,12500,7,2
1155,24.7,37500,6,0
1156,34.6,37500,8,1
1157,80,37500,10,3
1158,30.2,12500,7,4
1159,26.4,12500,10,0
1160,57.1,12500,6,0
1161,74.4,37500,10,3
1162,53.6,12500,5,2
1163,34.2,12500,8,0
1164,68.6,37500,8,2
1165,73.3,12500,8,0
1166,32.9,62500,10,0
1167,73.3,37500,6,2
1168,63,125000,6,0
1169,39.5,125000,8,3
1170,51.4,87500,7,1
1171,76.9,12500,5,3
1172,35.5,87500,3,0
1173,80,37500,NA,3
1174,30.3,37500,8,1
1175,80,37500,9,4
1176,78.8,62500,8,4
1177,54,37500,7,2
1178,38.7,37500,8,0
1179,53.7,112500,8,1
1180,80,62500,8,3
1181,55.2,125000,8,3
1182,35.5,12500,5,2
1183,52.6,37500,6,0
1184,41.4,12500,10,0
1185,34.7,62500,9,3
1186,15.8,12500,9,0
1187,34.2,12500,10,2
1188,25.4,37500,9,0
1189,33.3,87500,4,0
1190,68.9,12500,8,2
1191,36.8,87500,10,2
1192,23.8,12500,8,0
1193,22.8,62500,10,0
1194,53.9,37500,4,3
1195,67.9,37500,8,2
1196,44.3,125000,9,2
1197,67.3,37500,10,2
1198,26.8,12500,10,1
1199,47.2,112500,6,4
1200,80,12500,7,2
1201,49.5,62500,9,3
1202,67.4,37500,10,3
1203,61.9,12500,7,1
1204,60.8,62500,8,2
1205,47.3,62500,8,2
1206,50.3,37500,7,0
1207,77.3,112500,10,0
1208,64.5,87500,8,2
1209,62.9,12500,7,3
1210,52.9,37500,9,2
1211,27.3,37500,6,1
1212,34.5,62500,7,0
1213,39.9,12500,10,2
1214,33.9,125000,9,0
1215,69.5,12500,8,3
1216,31,37500,5,1
1217,80,37500,8,2
1218,47.8,62500,5,0
1219,66.5,12500,7,4
1220,34.7,12500,10,2
1221,29.9,12500,10,1
1222,19.9,12500,7,0
1223,39.7,112500,7,3
1224,37.5,62500,10,0
1225,72.1,125000,10,1
1226,59.8,62500,8,3
1227,34.2,87500,4,2
1228,68.9,12500,8,2
1229,53.7,62500,8,1
1230,54.1,12500,10,3
1231,70.5,12500,9,2
1232,66.1,37500,8,2
1233,27.5,87500,9,0
1234,67.5,62500,10,4
1235,80,87500,5,5
1236,26.2,62500,9,0
1237,64.3,62500,7,2
1238,34.8,62500,8,1
1239,38.2,37500,10,3
1240,58.3,125000,9,4
1241,55.8,12500,6,1
1242,56.2,62500,9,3
1243,25.9,37500,7,0
1244,26.7,37500,7,2
1245,52.3,62500,8,2
1246,31.6,37500,8,0
1247,55.4,12500,10,2
1248,44.3,62500,7,2
1249,29.2,62500,10,2
1250,36,87500,10,0
1251,54.1,112500,9,3
1252,35.9,62500,7,6
1253,49.6,12500,8,4
1254,65.5,12500,9,2
1255,31.2,62500,9,1
1256,40.3,125000,5,0
1257,80,37500,10,2
1258,39.2,87500,8,2
1259,34.3,37500,5,1
1260,75.4,62500,10,2
1261,53.4,87500,8,3
1262,65.1,87500,8,3
1263,66.3,37500,9,2
1264,80,37500,8,5
1265,80,37500,6,4
1266,62.5,37500,8,2
1267,47.6,87500,7,0
1268,56.8,37500,10,3
1269,32.7,37500,9,2
1270,50.5,62500,10,1
1271,68.3,112500,8,2
1272,76.6,112500,8,2
1273,80,12500,10,3
1274,29.2,62500,7,0
1275,31.5,87500,7,0
1276,25.6,37500,9,0
1277,74.8,62500,9,3
1278,44,37500,10,2
1279,55.2,87500,6,0
1280,74.9,87500,8,0
1281,50.7,12500,5,1
1282,29.4,12500,7,0
1283,58.9,62500,8,3
1284,35.8,112500,7,3
1285,70.2,12500,10,2
1286,70.8,125000,7,2
1287,25,12500,7,0
1288,65.8,12500,8,1
1289,28.7,12500,10,4
1290,25.1,12500,8,0
1291,24.3,37500,9,0
1292,69.3,12500,8,2
1293,17.7,12500,10,0
1294,66,62500,7,2
1295,80,37500,5,5
1296,46.2,12500,8,0
1297,53.8,37500,2,0
1298,41.2,87500,10,2
1299,48.8,37500,9,0
1300,67,12500,6,0
1301,64,12500,10,2
1302,57.1,62500,9,2
1303,78.4,12500,10,3
1304,32.4,112500,10,1
1305,53.2,62500,6,2
1306,38.8,37500,10,5
1307,65.8,12500,7,2
1308,36.6,62500,10,3
1309,71.1,12500,NA,3
1310,58.3,12500,10,2
1311,17.3,12500,9,0
1312,53.8,125000,10,2
1313,43.1,12500,7,2
1314,65.2,37500,8,0
1315,55.6,12500,6,3
1316,58.7,62500,7,1
1317,60.2,87500,8,2
1318,74.1,12500,8,1
1319,33.7,37500,10,3
1320,28.9,112500,7,0
1321,26.8,62500,6,0
1322,36.7,12500,8,1
1323,40.7,12500,7,1
1324,18.6,12500,10,0
1325,71.3,12500,9,2
1326,67.1,62500,8,3
1327,69.6,37500,10,2
1328,68.7,37500,4,2
1329,36.8,125000,8,2
1330,79.3,37500,8,2
1331,80,37500,4,3
1332,16.2,12500,8,0
1333,58.1,37500,9,3
1334,30.3,62500,9,1
1335,39,87500,9,0
1336,37.8,12500,8,0
1337,78,37500,8,7
1338,31.7,112500,7,0
1339,29.8,37500,8,4
1340,38.9,37500,6,3
1341,68.7,37500,10,1
1342,28.5,37500,1,0
1343,56.8,12500,8,0
1344,37.3,12500,5,0
1345,32.3,12500,8,2
1346,48.2,37500,8,2
1347,46.4,37500,9,1
1348,73.2,12500,9,2
1349,63.3,12500,4,3
1350,39.2,112500,10,2
1351,16.1,12500,7,0
1352,56.9,12500,6,0
1353,62.7,37500,8,2
1354,65.7,37500,8,0
1355,19.5,12500,9,0
1356,58.1,37500,8,0
1357,61.4,12500,1,3
1358,37.9,112500,9,0
1359,32.8,87500,8,1
1360,30.3,37500,8,0
1361,76.8,12500,10,2
1362,59.4,37500,10,4
1363,61.7,62500,7,1
1364,68,37500,10,0
1365,80,12500,6,7
1366,54.9,62500,3,3
1367,65.5,37500,8,1
1368,47.3,62500,7,0
1369,51.3,12500,7,2
1370,80,37500,8,3
1371,40.6,87500,9,0
1372,21.1,12500,8,0
1373,58,37500,9,2
1374,69.2,37500,10,4
1375,26,62500,7,0
1376,31.5,87500,10,0
1377,57.7,37500,8,3
1378,40.1,37500,10,2
1379,31.4,62500,9,1
1380,72.7,37500,6,2
1381,56.2,12500,NA,4
1382,55.5,62500,8,1
1383,33.3,62500,10,2
1384,62.3,12500,7,3
1385,16.7,12500,9,0
1386,69.2,12500,8,3
1387,49.5,112500,10,1
1388,53.2,37500,8,0
1389,80,112500,10,3
1390,23.8,37500,8,0
1391,68.8,37500,9,1
1392,60.4,62500,7,1
1393,32.1,37500,10,1
1394,70,12500,10,2
1395,21.1,12500,8,0
1396,32.8,87500,8,1
1397,68.8,37500,8,2
1398,61.3,12500,8,0
1399,80,37500,8,3
1400,19,12500,4,0
1401,41.3,87500,8,1
1402,69.6,12500,7,4
1403,62.8,62500,6,3
1404,57.1,12500,8,6
1405,72.1,12500,8,2
1406,52.2,12500,9,1
1407,30.8,37500,7,0
1408,80,12500,8,3
1409,54.4,12500,10,2
1410,66.7,112500,8,4
1411,80,12500,8,4
1412,80,87500,10,1
1413,74,12500,9,2
1414,55.9,62500,10,3
1415,50.8,37500,9,0
1416,54.8,125000,10,2
1417,43.3,37500,10,0
1418,73.4,12500,9,3
1419,62.6,112500,8,2
1420,68.1,12500,10,0
1421,42.6,37500,8,0
1422,17.3,12500,8,0
1423,50,62500,5,1
1424,31.9,112500,8,0
1425,80,62500,10,5
1426,65.3,62500,8,2
1427,50.7,37500,10,2
1428,31.5,12500,9,4
1429,27.8,37500,7,0
1430,76.1,37500,10,1
1431,30.1,12500,8,0
1432,21.8,37500,10,0
1433,54.7,37500,8,0
1434,18.4,12500,2,0
1435,48.3,37500,8,1
1436,63.3,12500,8,3
1437,25,12500,10,1
1438,68.3,12500,4,3
1439,76.1,12500,8,3
1440,29.1,12500,7,0
1441,61.6,62500,9,2
1442,65.3,37500,7,3
1443,64.8,62500,NA,2
1444,80,12500,10,0
1445,53,62500,10,3
1446,36.6,62500,9,3
1447,17.5,12500,8,0
1448,28.7,12500,10,0
1449,51.1,87500,8,5
1450,80,12500,8,1
1451,67,12500,9,2
1452,49.6,87500,10,4
1453,40.5,62500,7,1
1454,59.8,12500,10,2
1455,70.8,62500,9,3
1456,43.3,62500,8,1
1457,55,62500,10,3
1458,35,37500,9,2
1459,77.3,37500,7,2
1460,25.3,37500,7,0
1461,61.5,112500,6,3
1462,20.9,12500,7,0
1463,61.2,12500,5,0
1464,43.5,37500,8,1
1465,74.9,12500,8,2
1466,43.6,37500,9,2
1467,58,12500,10,2
1468,60.3,87500,9,1
1469,45.8,125000,7,0
1470,71.3,37500,10,2
1471,68,12500,7,2
1472,57.8,125000,9,2
1473,55.3,12500,10,4
1474,80,12500,8,4
1475,67.8,62500,8,2
1476,80,12500,8,7
1477,52.8,37500,8,0
1478,69.7,37500,10,1
1479,42.2,87500,9,3
1480,65.2,37500,10,2
1481,16.8,12500,10,0
1482,15.9,12500,9,0
1483,46.6,62500,5,0
1484,79.3,12500,10,1
1485,30.7,62500,9,2
1486,53.5,12500,7,1
1487,71.8,37500,9,2
1488,79.3,12500,8,3
1489,78,62500,8,4
1490,72.3,37500,10,2
1491,29.9,12500,7,0
1492,69.2,12500,10,3
1493,75.3,12500,8,2
1494,40.8,37500,10,0
1495,29.2,37500,7,0
1496,60.7,62500,10,2
1497,69.8,12500,9,2
1498,31.2,62500,8,2
1499,51.3,62500,9,2
1500,59.8,125000,10,2
1501,64.3,112500,10,4
1502,33.6,87500,8,2
1503,74.8,12500,7,2
1504,79.4,37500,10,7
1505,68.3,37500,7,6
1506,63.1,62500,2,0
1507,67.4,37500,NA,2
1508,72.3,37500,10,3
1509,45.9,37500,10,3
1510,24.6,62500,8,0
1511,68.7,62500,7,1
1512,42.5,112500,8,0
1513,31.3,37500,7,2
1514,40.9,62500,8,0
1515,35.2,12500,8,2
1516,80,12500,7,7
1517,18.5,12500,7,0
1518,79.8,62500,7,3
1519,50.9,62500,7,2
1520,70.3,37500,10,1
1521,80,12500,6,3
1522,38.3,62500,7,0
1523,45.7,62500,7,1
1524,45.9,37500,2,1
1525,39.4,37500,9,2
1526,31.8,12500,7,1
1527,26.4,87500,9,0
1528,40.3,62500,5,0
1529,50.8,62500,7,1
1530,75.2,62500,NA,2
1531,23.3,12500,8,2
1532,56.3,37500,8,2
1533,34.7,62500,9,1
1534,44.3,62500,5,0
1535,68.6,112500,9,1
1536,45.8,62500,9,0
1537,75.8,62500,10,3
1538,65.7,125000,8,4
1539,65.1,62500,7,1
1540,35.9,62500,7,2
1541,47.5,87500,7,5
1542,41.8,62500,9,2
1543,38.2,37500,10,2
1544,23.4,37500,9,0
1545,70.8,12500,0,1
1546,64.4,12500,6,5
1547,22.8,12500,9,0
1548,75.1,125000,7,2
1549,56.3,37500,10,2
1550,68.3,62500,8,3
1551,33,37500,7,2
1552,33.3,62500,8,0
1553,47.8,37500,8,1
1554,72.3,62500,8,1
1555,45.4,12500,NA,0
1556,43.2,62500,8,2
1557,54.6,62500,7,2
1558,76.3,62500,10,2
1559,61.9,37500,8,0
1560,55.8,37500,6,4
1561,54.4,12500,5,1
1562,63.9,12500,8,0
1563,54.1,62500,9,0
1564,52.4,112500,8,4
1565,40.9,12500,7,0
1566,56.2,87500,10,0
1567,61.8,62500,7,0
1568,80,37500,8,4
1569,62.3,62500,8,5
1570,68.3,62500,7,3
1571,52.6,12500,8,2
1572,26.6,12500,9,0
1573,43.2,12500,2,0
1574,54.2,112500,10,4
1575,29,87500,9,0
1576,66.1,112500,10,4
1577,59.4,37500,8,0
1578,44.5,37500,10,3
1579,21.2,12500,10,0
1580,35.3,62500,8,2
1581,60,125000,10,2
1582,46.1,37500,5,2
1583,80,37500,9,2
1584,36.7,62500,10,3
1585,64.5,37500,7,0
1586,53.3,12500,6,0
1587,65.3,37500,4,1
1588,16,12500,10,0
1589,80,62500,10,2
1590,49.4,37500,7,2
1591,73.3,12500,8,2
1592,57.9,87500,9,2
1593,60.3,37500,10,2
1594,40.2,112500,10,6
1595,20.5,12500,10,0
1596,78.9,37500,10,2
1597,55.6,62500,9,0
1598,52.1,37500,10,3
1599,41.6,62500,10,4
1600,42.9,12500,8,3
1601,26.7,37500,9,1
1602,37,12500,1,3
1603,70.8,62500,8,0
1604,80,37500,8,3
1605,66.3,62500,8,2
1606,80,12500,7,1
1607,45.3,112500,9,0
1608,42.8,12500,8,3
1609,62.3,87500,9,2
1610,45,37500,8,2
1611,16.3,12500,10,0
1612,48.8,87500,10,2
1613,36.8,37500,7,0
1614,69.1,37500,7,0
1615,46.6,87500,7,4
1616,68.6,125000,9,1
1617,65.4,62500,9,3
1618,69.5,37500,8,2
1619,74,12500,7,3
1620,46.6,87500,6,2
1621,72.4,12500,10,3
1622,16.8,12500,7,0
1623,76.1,62500,9,4
1624,40.8,112500,6,1
1625,58.2,37500,8,0
1626,36.6,62500,7,3
1627,80,37500,8,2
1628,61.5,12500,8,0
1629,60.3,37500,9,3
1630,80,12500,NA,3
1631,20.6,12500,9,0
1632,29.3,37500,9,0
1633,28.7,37500,10,0
1634,65.5,62500,NA,0
1635,73.8,37500,8,1
1636,55.9,87500,10,1
1637,61.6,62500,8,0
1638,68.9,12500,7,2
1639,34.3,87500,8,0
1640,80,37500,5,2
1641,35.8,62500,9,2
1642,31.4,12500,8,3
1643,62,62500,8,2
1644,71.3,37500,8,3
1645,78,62500,10,4
1646,67.3,12500,10,4
1647,30.1,37500,8,0
1648,51.9,12500,8,2
1649,67.9,62500,10,2
1650,50.3,12500,5,1
1651,56.6,37500,9,4
1652,31.2,62500,8,3
1653,55.1,12500,6,0
1654,30.3,37500,8,0
1655,57.8,37500,10,2
1656,75,37500,6,4
1657,50.2,87500,8,2
1658,62.9,12500,8,0
1659,41.1,125000,10,2
1660,66.4,37500,6,0
1661,46.3,87500,8,1
1662,50.9,37500,10,0
1663,38.8,37500,8,2
1664,66.3,37500,8,0
1665,40.3,87500,7,0
1666,65.9,12500,7,2
1667,59.3,37500,8,0
1668,76.2,37500,10,2
1669,64,12500,6,0
1670,50.4,112500,9,2
1671,61.8,62500,7,0
1672,21.3,62500,5,0
1673,80,37500,NA,4
1674,40.9,112500,8,0
1675,37.5,37500,10,1
1676,57,37500,8,1
1677,69.1,12500,7,2
1678,53,125000,9,2
1679,46.7,12500,8,0
1680,39,37500,8,2
1681,72.7,12500,8,3
1682,79.9,37500,10,3
1683,70.3,12500,10,2
1684,35.8,12500,10,2
1685,80,12500,8,3
1686,39.3,87500,10,2
1687,57.9,12500,10,2
1688,16.4,12500,10,0
1689,47.3,37500,9,2
1690,58.3,12500,7,0
1691,47.2,125000,8,0
1692,70.6,12500,6,1
1693,65.5,37500,8,2
1694,67.4,12500,8,2
1695,73.9,125000,10,2
1696,75.3,62500,10,2
1697,68.8,37500,7,1
1698,19.9,12500,9,0
1699,68.3,62500,9,4
1700,24.8,12500,7,3
1701,42.2,87500,7,1
1702,47.3,62500,8,2
1703,49.2,87500,8,1
1704,60.4,12500,7,1
1705,30.8,12500,NA,0
1706,80,37500,10,1
1707,31.8,37500,10,1
1708,72.8,62500,8,2
1709,67.7,37500,9,2
1710,75.4,12500,10,1
1711,22.3,12500,8,0
1712,20.3,37500,9,0
1713,80,12500,5,7
1714,58.3,37500,9,0
1715,37.5,37500,8,2
1716,25.5,12500,9,0
1717,60,125000,8,2
1718,34.3,62500,8,0
1719,36.8,37500,8,0
1720,24.8,37500,9,2
1721,58.3,87500,7,3
1722,67.5,125000,9,3
1723,51.8,37500,8,2
1724,74.9,37500,10,1
1725,52,62500,9,2
1726,33.8,62500,7,0
1727,39.4,37500,9,1
1728,54.7,62500,8,1
1729,63.8,12500,8,3
1730,33,112500,7,1
1731,34.3,87500,10,0
1732,54.7,12500,6,6
1733,36,12500,5,0
1734,31.9,62500,9,4
1735,80,37500,7,4
1736,38.8,37500,10,2
1737,79,12500,7,2
1738,51.2,87500,9,3
1739,49.7,62500,10,2
1740,42.2,87500,8,1
1741,72.2,12500,8,2
1742,74.4,12500,7,2
1743,58.3,62500,8,3
1744,58.8,12500,7,4
1745,60.2,37500,10,2
1746,52.4,62500,10,2
1747,48.9,37500,8,1
1748,42.4,125000,8,1
1749,60.7,62500,9,3
1750,70.4,12500,8,2
1751,57.8,112500,9,2
1752,24.8,62500,8,0
1753,75.4,62500,9,1
1754,38.3,87500,8,1
1755,44.1,62500,3,0
1756,34.7,62500,10,2
1757,80,37500,10,4
1758,46.8,112500,9,3
1759,65.5,87500,9,2
1760,35.6,37500,9,3
1761,48.8,112500,8,2
1762,66.3,62500,8,1
1763,24.3,12500,7,0
1764,48.3,62500,8,1
1765,38.6,37500,8,3
1766,55.5,37500,10,3
1767,17.2,12500,10,0
1768,80,87500,8,2
1769,35.2,125000,9,1
1770,52.8,12500,6,0
1771,49,87500,7,2
1772,34.1,12500,10,2
1773,80,37500,8,3
1774,42.1,87500,10,2
1775,50.5,37500,8,2
1776,59.7,62500,9,4
1777,42.2,62500,8,0
1778,36.1,87500,9,0
1779,70.5,12500,10,1
1780,41.4,87500,7,3
1781,29.3,87500,8,2
1782,42.9,37500,4,3
1783,41.6,12500,9,0
1784,80,12500,7,4
1785,45.5,62500,7,1
1786,53.3,112500,8,0
1787,58.1,12500,10,3
1788,34.7,62500,9,2
1789,37.2,62500,9,3
1790,68.6,37500,8,1
1791,66.9,12500,10,2
1792,52.1,62500,8,0
1793,19.9,12500,10,0
1794,53.5,62500,8,3
1795,72.4,12500,8,1
1796,39.2,12500,8,2
1797,36.4,37500,5,0
1798,27.8,125000,8,0
1799,39.3,112500,8,2
1800,16.4,12500,9,0
1801,40.8,62500,9,5
1802,63.6,12500,10,5
1803,80,37500,6,5
1804,39.3,87500,9,3
1805,51.8,12500,7,1
1806,29.3,37500,6,3
1807,76.3,12500,NA,2
1808,39.5,87500,9,0
1809,56.8,12500,8,2
1810,60.2,12500,5,0
1811,53.3,87500,7,2
1812,66.3,87500,8,0
1813,77.1,37500,9,3
1814,74.8,37500,8,2
1815,69.9,12500,8,2
1816,57.8,87500,8,2
1817,78.4,112500,10,1
1818,61.1,37500,10,2
1819,45.8,112500,9,3
1820,61.1,37500,8,1
1821,53.5,62500,9,3
1822,49.8,87500,9,2
1823,69.3,37500,7,4
1824,27.4,12500,8,0
1825,58.8,12500,3,5
1826,78.7,37500,6,2
1827,44.2,12500,6,0
1828,79.3,12500,10,5
1829,53.4,62500,8,0
1830,19.8,12500,9,0
1831,70.3,62500,10,3
1832,36.5,37500,7,0
1833,45.8,87500,7,1
1834,80,37500,8,1
1835,24.3,62500,10,0
1836,71.8,12500,9,3
1837,36.2,37500,6,1
1838,17.4,12500,7,0
1839,19.8,12500,8,0
1840,74.8,87500,8,1
1841,46.4,37500,8,2
1842,47.6,12500,6,0
1843,55.1,87500,10,2
1844,59.1,12500,10,2
1845,59.1,62500,8,5
1846,68.4,12500,8,0
1847,69.1,12500,8,3
1848,68.7,12500,10,4
1849,46,37500,10,2
1850,17.8,12500,8,0
1851,80,12500,10,4
1852,66.3,112500,10,2
1853,32.3,37500,9,1
1854,30.4,87500,10,0
1855,73.3,87500,9,2
1856,43.1,125000,8,2
1857,48.9,62500,7,2
1858,56.2,12500,8,4
1859,22.9,12500,8,1
1860,62.3,62500,8,3
1861,29.2,37500,9,1
1862,60.8,87500,6,0
1863,48.1,37500,7,0
1864,16.6,12500,5,0
1865,36.8,12500,8,2
1866,80,12500,8,4
1867,52.9,87500,5,3
1868,58.3,37500,2,0
1869,44.2,112500,8,1
1870,65.1,12500,7,2
1871,70.3,62500,6,2
1872,63.5,37500,10,2
1873,52.6,12500,NA,0
1874,67.2,87500,8,2
1875,55,87500,9,2
1876,50.8,87500,9,0
1877,22.8,12500,8,0
1878,80,12500,5,3
1879,68.9,87500,8,1
1880,69.2,12500,9,1
1881,33,87500,9,1
1882,80,37500,10,5
1883,26,62500,7,0
1884,63.9,62500,8,0
1885,47.3,87500,6,0
1886,56.1,112500,10,0
1887,45.1,62500,10,2
1888,80,12500,10,2
1889,20.7,12500,8,0
1890,38.3,62500,10,1
1891,35.1,112500,10,1
1892,29.8,37500,6,2
1893,22.1,37500,8,0
1894,63.2,37500,9,3
1895,55.3,12500,8,3
1896,79.8,37500,NA,3
1897,26.1,37500,8,0
1898,52.7,87500,8,2
1899,70.9,62500,8,2
1900,72.1,12500,10,4
1901,72.3,62500,9,2
1902,61.7,62500,10,3
1903,63.3,12500,9,1
1904,42.3,37500,8,2
1905,71.8,62500,10,2
1906,60.8,12500,5,2
1907,32.8,112500,10,1
1908,70.7,37500,10,2
1909,46.7,37500,6,2
1910,30,37500,8,1
1911,65,62500,8,2
1912,69.8,62500,8,3
1913,68.7,37500,8,0
1914,57.9,37500,10,2
1915,71.8,12500,9,0
1916,80,37500,8,3
1917,30.6,12500,10,4
1918,51.4,62500,7,2
1919,72.8,12500,8,3
1920,34,37500,7,0
1921,36.9,37500,NA,0
1922,31.8,37500,8,3
1923,32.2,112500,9,0
1924,65.8,12500,7,3
1925,69.9,12500,8,2
1926,62.9,112500,10,3
1927,34.6,87500,5,1
1928,17.8,12500,9,0
1929,61.8,87500,9,2
1930,77.5,12500,0,2
1931,22.3,12500,7,0
1932,28.8,12500,7,2
1933,51.1,37500,8,2
1934,39.1,125000,10,1
1935,72.8,62500,9,2
1936,43.6,125000,10,2
1937,52.2,62500,7,4
1938,75.7,112500,8,2
1939,22.8,12500,6,0
1940,48.9,125000,9,2
1941,32.9,87500,8,0
1942,66.3,12500,8,1
1943,59.8,87500,8,0
1944,35,12500,7,2
1945,37,87500,8,1
1946,76.6,62500,8,2
1947,80,62500,10,4
1948,48.1,87500,NA,0
1949,61.8,37500,6,2
1950,28.5,12500,7,0
1951,80,37500,8,5
1952,80,12500,8,1
1953,80,12500,10,6
1954,77.7,87500,10,0
1955,58.8,62500,7,2
1956,70.9,12500,9,3
1957,22.3,12500,7,0
1958,58.6,37500,10,2
1959,65.4,37500,8,2
1960,21.3,12500,8,0
1961,59.7,37500,5,3
1962,44.5,12500,8,0
1963,78.2,37500,10,3
1964,64.3,62500,10,3
1965,35.8,62500,9,3
1966,16.1,12500,8,0
1967,64.3,87500,5,0
1968,34.6,62500,10,2
1969,57,12500,8,7
1970,51.2,125000,9,2
1971,38.1,37500,8,3
1972,57.2,12500,3,4
1973,29.4,125000,9,1
1974,15.5,12500,10,0
1975,70.2,37500,4,2
1976,61.2,62500,9,2
1977,68.7,12500,8,0
1978,72.5,12500,6,3
1979,62.4,37500,5,0
1980,38.4,12500,8,1
1981,40.8,62500,10,0
1982,64.4,37500,10,3
1983,37.9,12500,8,1
1984,32,12500,10,1
1985,27.3,37500,7,0
1986,50.8,87500,8,2
1987,36.4,62500,3,3
1988,72.3,12500,9,2
1989,77.7,12500,9,3
1990,71.1,37500,10,2
1991,61.7,12500,10,3
1992,42.7,87500,8,2
1993,36.4,37500,10,1
1994,73.8,12500,9,2
1995,78.9,12500,5,0
1996,54.2,12500,10,2
1997,53.5,12500,7,5
1998,57.5,12500,10,0
1999,56.3,62500,7,NA
2000,50.3,12500,10,0
2001,33.8,37500,10,1
2002,30.3,87500,9,1
2003,19.8,12500,8,0
2004,40.2,87500,10,4
2005,52.9,37500,10,0
2006,76.3,12500,8,6
2007,47.3,62500,9,4
2008,51.5,62500,9,0
2009,80,87500,8,3
2010,46.5,62500,8,2
2011,39.3,62500,10,2
2012,37.2,37500,7,0
2013,77.3,37500,7,3
2014,55.3,87500,8,0
2015,51.4,37500,9,2
2016,62.2,12500,7,2
2017,26.3,12500,10,0
2018,72.5,62500,8,1
2019,68.2,37500,10,1
2020,52.6,62500,8,2
2021,30,12500,10,3
2022,46.6,87500,7,3
2023,26.3,12500,10,0
2024,60.9,37500,5,0
2025,71.8,37500,2,2
2026,79.8,12500,7,2
2027,80,12500,10,4
2028,70.3,62500,8,3
2029,57,62500,5,0
2030,80,12500,9,3
2031,77.5,12500,10,3
2032,36.8,37500,7,0
2033,62.3,62500,9,3
2034,38.8,62500,9,1
2035,25.3,37500,10,0
2036,48,87500,8,3
2037,15.4,12500,10,0
2038,66.2,87500,10,3
2039,64,62500,8,4
2040,33.8,87500,8,2
2041,65.8,62500,9,1
2042,31.3,87500,7,0
2043,49.8,12500,8,2
2044,55.1,62500,8,2
2045,69.8,12500,4,4
2046,29,62500,9,1
2047,47.8,37500,10,2
2048,77.6,12500,10,1
2049,53.9,62500,9,2
2050,80,37500,7,0
2051,36.1,62500,9,0
2052,80,12500,8,7
2053,74.6,12500,9,2
2054,17.7,12500,5,0
2055,33.3,37500,5,0
2056,78,12500,8,5
2057,69.6,12500,10,2
2058,55.7,12500,7,2
2059,42,12500,6,3
2060,22.6,12500,9,2
2061,53.9,87500,5,2
2062,46.7,37500,10,2
2063,32.7,37500,8,0
2064,27.8,37500,8,0
2065,30.2,37500,5,0
2066,75.3,62500,7,1
2067,55.9,12500,8,3
2068,68.8,12500,7,4
2069,42,62500,5,0
2070,67.7,37500,7,3
2071,47.3,37500,10,2
2072,60.4,62500,9,2
2073,75.1,62500,6,4
2074,26.7,37500,8,2
2075,52.9,125000,9,1
2076,73.1,37500,8,2
2077,44.1,12500,8,2
2078,42.8,125000,9,2
2079,63.3,37500,8,3
2080,39.3,87500,7,0
2081,56.2,62500,8,0
2082,59.6,37500,8,2
2083,50.7,37500,10,3
2084,31.5,87500,7,0
2085,17.6,12500,10,0
2086,72,62500,10,1
2087,55.6,12500,10,4
2088,34.6,62500,6,1
2089,44.4,87500,8,2
2090,37.3,12500,7,0
2091,26.1,62500,10,0
2092,20,12500,9,0
2093,67.2,87500,10,0
2094,50.9,87500,9,4
2095,34.7,12500,9,0
2096,80,37500,9,0
2097,77.4,12500,7,7
2098,69.8,37500,9,3
2099,65.1,62500,7,0
2100,47.5,87500,10,1
